DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),SPILL (mcm),GROSS STORAGE (mcm),RAIN (mm)
27-Feb-02,4.30,1.74,400.22,0.00,164.62,0.00
28-Feb-02,4.64,1.87,399.77,0.00,161.43,0.00
1-Mar-02,3.93,1.58,399.16,0.00,157.16,0.00
2-Mar-02,2.98,1.20,398.63,0.00,153.50,0.00
3-Mar-02,2.74,1.10,398.22,0.00,150.79,0.00
4-Mar-02,2.77,1.10,397.84,0.00,148.23,0.00
5-Mar-02,2.65,1.06,397.49,0.00,145.90,0.00
6-Mar-02,3.08,1.22,397.10,0.00,143.41,0.00
7-Mar-02,4.45,1.76,396.70,0.00,140.51,24.70
8-Mar-02,4.69,1.85,395.92,0.00,135.99,0.00
9-Mar-02,2.84,1.12,395.21,0.00,131.73,0.00
10-Mar-02,2.21,0.87,394.89,0.00,129.77,0.00
11-Mar-02,2.49,0.97,394.55,0.00,128.07,0.00
12-Mar-02,3.75,1.46,394.15,0.00,125.48,0.00
13-Mar-02,2.56,1.00,393.52,0.00,121.89,0.00
14-Mar-02,2.35,0.91,393.17,0.00,119.93,0.00
15-Mar-02,2.19,0.85,392.86,0.00,118.23,0.00
16-Mar-02,2.26,0.87,392.69,0.00,117.28,0.00
17-Mar-02,2.16,0.84,392.43,0.00,115.96,0.00
18-Mar-02,2.40,0.93,392.11,0.00,114.16,0.00
19-Mar-02,2.44,0.94,391.77,0.00,112.37,0.00
20-Mar-02,2.50,0.96,391.34,0.00,110.21,0.00
21-Mar-02,2.87,1.10,390.96,0.00,108.22,0.00
22-Mar-02,2.25,0.86,390.47,0.00,105.73,0.00
23-Mar-02,2.24,0.85,390.11,0.00,103.92,0.00
24-Mar-02,1.06,0.40,389.75,0.00,102.24,0.00
25-Mar-02,1.96,0.74,389.73,0.00,102.14,0.00
26-Mar-02,2.62,0.99,389.37,0.00,100.34,0.00
27-Mar-02,2.51,0.95,388.96,0.00,98.38,2.30
28-Mar-02,2.33,0.88,388.60,0.00,96.70,13.00
29-Mar-02,2.96,1.11,388.46,0.00,96.04,0.00
30-Mar-02,2.27,0.85,388.23,0.00,95.00,0.00
31-Mar-02,2.40,0.90,387.91,0.00,93.51,8.10
1-Apr-02,2.17,0.81,387.74,0.00,92.81,3.00
2-Apr-02,2.26,0.85,387.95,0.00,93.79,0.00
3-Apr-02,2.05,0.77,387.97,0.00,93.79,0.00
4-Apr-02,1.47,0.55,387.85,0.00,93.35,0.00
5-Apr-02,1.33,0.50,387.84,0.00,93.22,0.00
6-Apr-02,1.92,0.72,387.84,0.00,93.20,0.00
7-Apr-02,0.57,0.22,387.60,0.00,92.18,0.00
8-Apr-02,0.81,0.30,387.76,0.00,92.85,0.00
9-Apr-02,2.16,0.81,387.78,0.00,92.95,13.40
10-Apr-02,2.07,0.77,387.85,0.00,93.25,0.00
11-Apr-02,1.35,0.51,387.82,0.00,93.13,8.70
12-Apr-02,1.02,0.38,388.09,0.00,94.36,1.00
13-Apr-02,2.07,0.78,388.59,0.00,96.66,0.10
14-Apr-02,1.76,0.67,389.00,0.00,98.59,1.30
15-Apr-02,1.93,0.73,389.56,0.00,101.31,8.40
16-Apr-02,0.44,0.17,389.85,0.00,102.67,0.00
17-Apr-02,1.59,0.61,389.88,0.00,102.82,2.00
18-Apr-02,0.55,0.21,390.59,0.00,106.38,1.00
19-Apr-02,1.69,0.65,391.66,0.00,111.81,15.20
20-Apr-02,1.97,0.76,392.39,0.00,115.70,0.00
21-Apr-02,1.49,0.58,392.74,0.00,117.60,1.00
22-Apr-02,1.33,0.52,393.74,0.00,123.18,13.60
23-Apr-02,1.78,0.69,394.28,0.00,126.18,6.00
24-Apr-02,2.09,0.82,394.73,0.00,128.89,7.20
25-Apr-02,2.13,0.84,395.15,0.00,131.31,0.60
26-Apr-02,1.99,0.78,395.40,0.00,132.82,28.00
27-Apr-02,0.76,0.30,396.09,0.00,137.08,3.00
28-Apr-02,0.43,0.17,397.75,0.00,147.59,18.20
29-Apr-02,2.27,0.92,399.54,0.00,160.18,3.50
30-Apr-02,2.55,1.04,401.31,0.00,172.78,0.00
1-May-02,1.96,0.80,402.14,0.00,182.08,0.00
2-May-02,1.86,0.77,403.36,0.00,188.78,9.00
3-May-02,2.40,1.00,404.18,0.00,195.57,4.20
4-May-02,1.32,0.55,404.45,0.00,202.17,0.00
5-May-02,1.10,0.46,405.45,0.00,206.51,35.30
6-May-02,1.97,0.83,406.04,0.00,211.86,0.00
7-May-02,3.82,1.60,406.19,0.00,213.22,0.00
8-May-02,3.16,1.32,406.21,0.00,213.30,0.00
9-May-02,3.07,1.29,406.12,0.00,212.50,0.00
10-May-02,2.36,0.99,406.08,0.00,212.16,14.30
11-May-02,2.14,0.90,406.59,0.00,216.75,0.00
12-May-02,1.14,0.48,407.03,0.00,220.87,0.00
13-May-02,1.12,0.47,407.26,0.00,223.03,0.00
14-May-02,0.62,0.26,407.45,0.00,224.30,0.00
15-May-02,1.03,0.44,407.61,0.00,226.45,0.00
16-May-02,1.34,0.57,407.63,0.00,226.57,0.00
17-May-02,1.03,0.44,407.67,0.00,226.92,0.00
18-May-02,0.63,0.27,407.76,0.00,227.83,0.00
19-May-02,2.53,1.07,407.73,0.00,226.60,0.00
20-May-02,2.31,0.98,407.96,0.00,229.67,0.00
21-May-02,2.75,1.17,408.15,0.00,231.56,0.00
22-May-02,1.92,0.82,408.40,0.00,233.98,0.00
23-May-02,0.19,0.08,408.46,0.00,234.63,0.00
24-May-02,0.28,0.12,408.57,0.00,235.72,0.00
25-May-02,0.65,0.28,408.64,0.00,236.49,0.00
26-May-02,1.04,0.44,408.66,0.00,236.59,0.00
27-May-02,0.27,0.12,408.67,0.00,236.78,0.00
28-May-02,0.50,0.21,408.75,0.00,237.50,0.00
29-May-02,0.81,0.35,408.77,0.00,237.68,0.00
30-May-02,0.25,0.11,408.76,0.00,237.57,0.00
31-May-02,0.46,0.20,408.80,0.00,237.94,0.00
1-Jun-02,0.52,0.22,408.83,0.00,238.38,0.30
2-Jun-02,0.39,0.17,408.90,0.00,238.94,0.00
3-Jun-02,1.14,0.49,409.00,0.00,240.09,0.00
4-Jun-02,2.10,0.90,409.02,0.00,240.16,0.00
5-Jun-02,0.61,0.26,408.90,0.00,238.43,0.00
6-Jun-02,0.60,0.26,408.90,0.00,239.00,0.00
7-Jun-02,0.56,0.24,408.91,0.00,239.03,1.50
8-Jun-02,0.98,0.42,409.29,0.00,242.92,0.00
9-Jun-02,1.30,0.56,409.83,0.00,248.51,0.00
10-Jun-02,1.10,0.47,409.99,0.00,250.13,0.00
11-Jun-02,0.52,0.22,410.53,0.00,252.69,0.00
12-Jun-02,2.08,0.89,410.49,0.00,255.34,0.00
13-Jun-02,0.93,0.40,411.49,0.00,266.91,0.00
14-Jun-02,1.70,0.74,412.40,0.00,276.35,1.20
15-Jun-02,1.48,0.64,412.74,0.00,280.29,0.00
16-Jun-02,1.38,0.60,412.60,0.00,280.12,0.00
17-Jun-02,1.96,0.86,413.08,0.00,284.34,0.00
18-Jun-02,1.57,0.69,413.16,0.00,285.16,0.00
19-Jun-02,2.26,0.99,413.16,0.00,285.19,0.00
20-Jun-02,1.80,0.79,413.19,0.00,285.82,0.00
21-Jun-02,2.52,1.10,413.12,0.00,284.70,0.00
22-Jun-02,2.17,0.95,412.97,0.00,282.94,0.00
23-Jun-02,1.96,0.85,412.85,0.00,281.56,0.00
24-Jun-02,0.56,0.25,412.83,0.00,281.44,0.00
25-Jun-02,0.64,0.28,412.85,0.00,281.67,0.00
26-Jun-02,2.13,0.93,412.89,0.00,282.05,0.00
27-Jun-02,1.05,0.46,412.83,0.00,281.63,0.00
28-Jun-02,1.26,0.55,412.81,0.00,281.27,0.00
29-Jun-02,0.33,0.14,412.81,0.00,281.21,0.00
30-Jun-02,0.24,0.11,412.86,0.00,281.67,0.00
1-Jul-02,0.48,0.21,412.95,0.00,282.71,0.00
2-Jul-02,1.48,0.65,412.94,0.00,282.71,0.00
3-Jul-02,1.94,0.85,413.10,0.00,284.48,1.80
4-Jul-02,2.06,0.90,413.16,0.00,285.12,0.00
5-Jul-02,2.83,1.24,413.17,0.00,285.24,0.00
6-Jul-02,2.46,1.07,413.04,0.00,283.76,0.00
7-Jul-02,2.06,0.90,412.90,0.00,282.09,0.00
8-Jul-02,2.60,1.13,412.79,0.00,280.86,0.00
9-Jul-02,2.67,1.16,412.59,0.00,278.58,0.00
10-Jul-02,2.17,0.94,412.39,0.00,276.29,0.00
11-Jul-02,1.68,0.73,412.27,0.00,274.92,0.00
12-Jul-02,2.00,0.87,412.11,0.00,273.11,0.00
13-Jul-02,2.46,1.07,411.95,0.00,271.43,0.00
14-Jul-02,2.45,1.06,411.89,0.00,270.61,0.00
15-Jul-02,3.17,1.37,411.90,0.00,270.87,0.00
16-Jul-02,3.72,1.61,411.74,0.00,268.99,0.00
17-Jul-02,3.39,1.47,411.58,0.00,267.21,0.00
18-Jul-02,3.52,1.52,411.39,0.00,265.07,0.00
19-Jul-02,3.52,1.52,411.11,0.00,262.00,0.00
20-Jul-02,3.00,1.29,410.83,0.00,259.03,0.00
21-Jul-02,3.13,1.35,410.64,0.00,256.99,0.00
22-Jul-02,3.87,1.67,410.37,0.00,254.12,0.00
23-Jul-02,2.85,1.22,410.11,0.00,251.45,0.00
24-Jul-02,4.01,1.72,409.89,0.00,249.19,0.00
25-Jul-02,4.87,2.08,409.61,0.00,246.16,0.00
26-Jul-02,5.02,2.15,409.18,0.00,241.80,0.00
27-Jul-02,3.80,1.62,408.69,0.00,236.86,0.00
28-Jul-02,2.46,1.04,408.30,0.00,233.03,0.00
29-Jul-02,4.53,1.92,408.12,0.00,231.27,0.00
30-Jul-02,5.43,2.30,407.72,0.00,227.41,0.00
31-Jul-02,4.34,1.83,407.37,0.00,224.08,0.00
1-Aug-02,3.71,1.56,407.00,0.00,220.58,0.00
2-Aug-02,4.44,1.86,406.47,0.00,215.68,0.60
3-Aug-02,3.35,1.41,406.12,0.00,212.49,0.00
4-Aug-02,2.38,1.01,408.15,0.00,231.66,0.00
5-Aug-02,3.61,1.53,408.07,0.00,230.79,0.00
6-Aug-02,3.95,1.68,408.23,0.00,232.33,0.00
7-Aug-02,3.63,1.54,408.15,0.00,231.54,0.00
8-Aug-02,5.31,2.25,408.10,0.00,231.10,0.00
9-Aug-02,4.09,1.73,407.72,0.00,227.40,0.00
10-Aug-02,2.83,1.20,407.31,0.00,223.50,0.00
11-Aug-02,2.28,0.96,407.37,0.00,224.07,0.00
12-Aug-02,2.41,1.02,407.18,0.00,222.27,0.00
13-Aug-02,3.11,1.31,406.98,0.00,220.41,0.00
14-Aug-02,3.43,1.44,406.66,0.00,217.44,0.00
15-Aug-02,2.91,1.22,406.32,0.00,214.35,0.40
16-Aug-02,3.65,1.53,406.01,0.00,211.50,24.20
17-Aug-02,3.45,1.45,406.60,0.00,220.21,0.00
18-Aug-02,2.82,1.19,407.60,0.00,226.35,0.00
19-Aug-02,4.72,2.00,407.59,0.00,226.26,0.00
20-Aug-02,3.68,1.56,407.59,0.00,226.12,0.00
21-Aug-02,4.05,1.71,407.30,0.00,223.40,0.00
22-Aug-02,1.92,0.81,407.02,0.00,220.72,0.00
23-Aug-02,3.79,1.60,406.93,0.00,219.89,0.00
24-Aug-02,3.61,1.52,406.54,0.00,216.29,0.00
25-Aug-02,2.32,0.97,406.26,0.00,213.74,8.20
26-Aug-02,3.30,1.39,406.26,0.00,213.85,3.40
27-Aug-02,3.09,1.30,406.26,0.00,213.78,12.00
28-Aug-02,3.23,1.36,406.50,0.00,215.95,0.00
29-Aug-02,4.10,1.72,406.54,0.00,216.32,0.00
30-Aug-02,3.38,1.42,406.53,0.00,216.27,0.00
31-Aug-02,3.57,1.50,406.35,0.00,214.67,0.00
1-Sep-02,2.41,1.01,406.03,0.00,211.68,0.00
2-Sep-02,3.60,1.51,405.81,0.00,209.80,0.00
3-Sep-02,2.55,1.07,405.72,0.00,208.93,0.00
4-Sep-02,2.84,1.19,405.82,0.00,209.83,0.00
5-Sep-02,2.92,1.23,405.96,0.00,211.10,0.00
6-Sep-02,2.01,0.84,406.27,0.00,213.85,0.00
7-Sep-02,2.21,0.93,406.52,0.00,216.14,0.00
8-Sep-02,2.12,0.89,406.63,0.00,217.19,0.00
9-Sep-02,2.41,1.01,406.64,0.00,217.24,0.00
10-Sep-02,2.28,0.96,406.70,0.00,217.81,0.48
11-Sep-02,2.67,1.13,407.28,0.00,223.22,0.00
12-Sep-02,2.15,0.91,407.33,0.00,223.69,0.00
13-Sep-02,2.27,0.96,407.33,0.00,223.66,0.00
14-Sep-02,2.84,1.20,407.38,0.00,224.26,0.00
15-Sep-02,2.35,0.99,407.34,0.00,223.79,0.00
16-Sep-02,3.26,1.38,407.21,0.00,222.55,0.00
17-Sep-02,2.40,1.01,407.08,0.00,221.31,0.00
18-Sep-02,2.40,1.01,407.15,0.00,222.01,0.00
19-Sep-02,2.38,1.01,407.31,0.00,223.52,0.00
20-Sep-02,2.34,0.99,407.43,0.00,224.73,0.00
21-Sep-02,2.38,1.00,407.36,0.00,223.97,0.00
22-Sep-02,2.35,0.99,407.26,0.00,223.03,0.00
23-Sep-02,1.99,0.84,407.25,0.00,222.93,0.00
24-Sep-02,2.46,1.04,407.16,0.00,222.04,0.00
25-Sep-02,2.26,0.96,407.31,0.00,223.50,0.00
26-Sep-02,2.20,0.93,407.47,0.00,225.02,0.00
27-Sep-02,2.61,1.11,407.63,0.00,226.54,0.00
28-Sep-02,2.11,0.90,407.75,0.00,227.70,44.00
29-Sep-02,2.43,1.03,407.77,0.00,227.89,0.00
30-Sep-02,2.89,1.22,407.69,0.00,227.21,2.50
1-Oct-02,3.85,1.63,407.98,0.00,229.93,27.30
2-Oct-02,4.13,1.75,408.00,0.00,230.11,0.00
3-Oct-02,4.14,1.76,408.20,0.00,232.09,0.00
4-Oct-02,4.41,1.87,408.30,0.00,233.03,0.00
5-Oct-02,3.55,1.51,408.19,0.00,231.99,0.00
6-Oct-02,2.34,0.99,408.02,0.00,230.30,0.00
7-Oct-02,3.84,1.63,408.22,0.00,232.25,3.00
8-Oct-02,4.44,1.89,408.44,0.00,236.38,9.50
9-Oct-02,3.97,1.69,408.76,0.00,237.59,0.10
10-Oct-02,4.37,1.86,408.71,0.00,237.12,0.00
11-Oct-02,3.90,1.66,408.56,0.00,235.55,0.00
12-Oct-02,3.75,1.59,408.26,0.00,232.74,0.10
13-Oct-02,2.27,0.96,407.90,0.00,229.17,0.00
14-Oct-02,3.76,1.59,407.86,0.00,228.78,0.00
15-Oct-02,4.30,1.82,407.48,0.00,225.12,0.00
16-Oct-02,4.61,1.95,407.15,0.00,221.99,2.20
17-Oct-02,4.16,1.75,406.75,0.00,218.26,0.00
18-Oct-02,5.15,2.16,406.37,0.00,214.75,0.00
19-Oct-02,3.91,1.64,405.95,0.00,211.05,0.00
20-Oct-02,2.52,1.05,405.66,0.00,208.37,0.00
21-Oct-02,3.37,1.41,405.99,0.00,211.41,0.00
22-Oct-02,4.82,2.02,406.20,0.00,213.25,0.00
23-Oct-02,3.87,1.62,405.84,0.00,211.77,0.00
24-Oct-02,3.94,1.65,405.80,0.00,209.65,0.00
25-Oct-02,4.35,1.82,405.76,0.00,209.25,0.00
26-Oct-02,3.92,1.64,405.56,0.00,207.46,3.10
27-Oct-02,2.86,1.19,405.26,0.00,204.93,8.00
28-Oct-02,5.27,2.19,404.91,0.00,201.79,4.00
29-Oct-02,4.08,1.70,404.54,0.00,198.70,18.00
30-Oct-02,4.21,1.75,404.79,0.00,200.73,7.50
31-Oct-02,4.48,1.87,404.98,0.00,202.44,4.30
1-Nov-02,4.84,2.02,405.08,0.00,203.27,4.10
2-Nov-02,5.71,2.38,405.11,0.00,203.53,65.00
3-Nov-02,2.98,1.25,405.38,0.00,205.93,0.00
4-Nov-02,4.00,1.67,405.54,0.00,207.30,1.00
5-Nov-02,3.86,1.62,405.85,0.00,210.06,30.00
6-Nov-02,4.99,2.10,406.56,0.00,216.53,0.00
7-Nov-02,4.82,2.03,407.07,0.00,221.24,3.10
8-Nov-02,5.08,2.15,407.62,0.00,226.46,5.00
9-Nov-02,4.87,2.06,407.78,0.00,227.93,6.20
10-Nov-02,2.99,1.27,407.98,0.00,229.93,1.00
11-Nov-02,4.52,1.92,408.32,0.00,233.23,1.00
12-Nov-02,4.42,1.88,408.48,0.00,234.82,0.00
13-Nov-02,4.90,2.08,408.42,0.00,234.21,0.00
14-Nov-02,4.90,2.08,408.25,0.00,232.54,0.00
15-Nov-02,4.76,2.02,407.97,0.00,229.79,0.00
16-Nov-02,4.04,1.71,407.74,0.00,227.69,12.00
17-Nov-02,5.10,2.16,407.61,0.00,226.73,12.30
18-Nov-02,4.15,1.76,407.47,0.00,225.11,7.80
19-Nov-02,3.14,1.33,407.27,0.00,223.12,0.00
20-Nov-02,5.34,2.25,407.25,0.00,222.93,21.20
21-Nov-02,4.49,1.90,407.80,0.00,228.19,16.00
22-Nov-02,3.30,1.41,409.17,0.00,241.70,35.80
23-Nov-02,2.97,1.29,411.49,0.00,266.18,16.00
24-Nov-02,4.02,1.76,413.24,0.00,286.21,0.00
25-Nov-02,4.37,1.92,413.88,0.00,293.62,0.00
26-Nov-02,4.63,2.03,413.88,0.00,293.64,0.00
27-Nov-02,4.54,1.99,413.53,0.00,289.51,0.00
28-Nov-02,4.56,2.00,413.93,0.00,294.28,0.00
29-Nov-02,4.55,2.00,414.10,0.00,296.32,0.00
30-Nov-02,4.78,2.10,414.53,0.00,301.55,0.00
1-Dec-02,4.24,1.86,414.23,0.00,297.90,0.00
2-Dec-02,4.36,1.91,413.98,0.00,294.88,0.00
3-Dec-02,4.55,1.99,413.88,0.00,293.68,8.00
4-Dec-02,4.66,2.04,413.58,0.00,290.10,0.00
5-Dec-02,4.54,1.98,413.11,0.00,284.56,15.60
6-Dec-02,4.07,1.77,412.90,0.00,282.13,3.40
7-Dec-02,4.11,1.79,412.61,0.00,278.79,24.00
8-Dec-02,4.68,2.03,412.31,0.00,275.37,24.60
9-Dec-02,5.38,2.33,411.96,0.00,271.43,22.00
10-Dec-02,3.95,1.73,413.47,0.00,288.80,0.00
11-Dec-02,3.95,1.73,413.80,0.00,292.72,17.10
12-Dec-02,3.67,1.61,413.95,0.00,294.52,19.00
13-Dec-02,3.85,1.69,414.29,0.00,298.63,12.20
14-Dec-02,3.17,1.40,414.93,0.00,306.50,5.00
15-Dec-02,3.66,1.62,415.14,0.00,309.09,32.80
16-Dec-02,3.82,1.69,415.33,0.00,311.62,54.50
17-Dec-02,2.16,0.96,416.80,0.00,330.54,4.06
18-Dec-02,2.66,1.18,416.62,0.00,328.11,35.20
19-Dec-02,1.68,0.75,417.23,0.00,336.28,10.30
20-Dec-02,3.06,1.38,418.88,0.00,359.01,3.40
21-Dec-02,3.00,1.35,418.46,0.00,353.09,3.00
22-Dec-02,2.45,1.10,418.72,0.00,356.80,0.00
23-Dec-02,2.33,1.05,418.87,0.00,358.86,10.40
24-Dec-02,2.41,1.09,419.33,0.00,365.49,0.00
25-Dec-02,2.77,1.25,419.44,0.00,367.02,0.00
26-Dec-02,2.32,1.05,419.69,0.00,370.65,0.00
27-Dec-02,2.24,1.02,419.79,0.00,372.11,0.00
28-Dec-02,2.42,1.10,419.85,0.00,372.98,0.00
29-Dec-02,2.24,1.02,419.91,0.00,373.88,0.00
30-Dec-02,2.31,1.05,419.96,0.00,374.74,0.00
31-Dec-02,2.64,1.20,419.98,0.00,374.88,0.00
1-Jan-03,2.23,1.01,419.91,0.00,373.80,0.00
2-Jan-03,2.24,1.01,419.90,0.00,373.72,0.00
3-Jan-03,2.43,1.10,419.85,0.00,372.92,0.00
4-Jan-03,2.28,1.03,419.76,0.00,371.67,3.00
5-Jan-03,2.08,0.94,419.77,0.00,371.81,13.00
6-Jan-03,2.08,0.94,419.94,0.00,374.30,38.00
7-Jan-03,2.29,1.04,420.48,0.00,382.30,59.20
8-Jan-03,2.03,0.93,421.42,0.00,396.58,4.30
9-Jan-03,2.03,0.93,421.71,0.00,401.03,4.20
10-Jan-03,2.02,0.92,421.96,0.00,404.87,38.20
11-Jan-03,2.45,1.13,422.19,0.00,408.53,0.00
12-Jan-03,2.42,1.12,422.66,0.00,415.99,0.00
13-Jan-03,2.15,0.99,422.81,0.00,418.39,0.00
14-Jan-03,2.26,1.04,422.92,0.00,420.19,0.00
15-Jan-03,1.62,0.75,422.86,0.00,419.96,51.00
16-Jan-03,2.28,1.05,423.35,0.00,427.13,0.00
17-Jan-03,2.70,1.25,423.63,0.00,431.72,3.00
18-Jan-03,2.42,1.12,424.06,0.00,438.85,9.00
19-Jan-03,2.39,1.11,424.32,0.00,443.20,5.10
20-Jan-03,2.94,1.36,424.55,0.00,447.08,14.30
21-Jan-03,3.13,1.46,424.78,0.00,451.03,21.10
22-Jan-03,1.20,0.56,425.17,0.00,457.66,4.20
23-Jan-03,0.18,0.08,425.78,0.00,468.17,3.10
24-Jan-03,0.12,0.06,426.29,0.00,482.21,0.00
25-Jan-03,0.31,0.15,426.78,0.00,486.10,0.00
26-Jan-03,0.50,0.24,427.05,0.00,490.88,0.00
27-Jan-03,0.18,0.09,427.33,0.00,496.23,0.00
28-Jan-03,0.00,0.00,427.62,0.00,501.45,0.00
29-Jan-03,0.77,0.36,427.87,0.00,506.05,0.00
30-Jan-03,1.37,0.65,428.08,0.00,509.83,0.00
31-Jan-03,0.84,0.40,428.23,0.00,512.74,0.00
1-Feb-03,0.53,0.25,428.42,0.00,516.32,0.00
2-Feb-03,0.38,0.18,428.69,0.00,521.05,11.00
3-Feb-03,2.06,0.98,428.91,0.00,525.82,0.00
4-Feb-03,0.15,0.07,429.04,0.00,528.12,1.20
5-Feb-03,1.29,0.61,429.17,0.00,530.81,5.40
6-Feb-03,1.30,0.62,429.33,0.00,533.65,9.20
7-Feb-03,2.53,1.21,429.30,0.00,533.13,10.20
8-Feb-03,2.11,1.01,429.44,0.00,535.86,0.00
9-Feb-03,2.19,1.05,429.44,0.00,535.91,0.00
10-Feb-03,2.26,1.08,429.43,0.00,535.62,0.00
11-Feb-03,2.89,1.38,429.41,0.00,535.25,35.20
12-Feb-03,2.39,1.14,429.55,0.00,537.97,19.30
13-Feb-03,2.16,1.03,429.95,0.00,545.70,0.00
14-Feb-03,2.37,1.14,430.05,0.00,547.77,0.00
15-Feb-03,1.79,0.85,430.16,0.00,549.88,0.00
16-Feb-03,2.07,0.99,430.52,0.00,557.09,0.00
17-Feb-03,2.13,1.02,430.52,0.00,557.09,0.00
18-Feb-03,2.13,1.02,430.49,0.00,556.49,0.00
19-Feb-03,2.60,1.25,430.48,0.00,556.31,0.00
20-Feb-03,1.86,0.89,430.51,0.00,556.93,0.00
21-Feb-03,3.74,1.79,430.52,0.00,557.29,0.00
22-Feb-03,2.49,1.19,430.37,0.00,554.08,0.00
23-Feb-03,2.34,1.12,430.36,0.00,553.90,0.00
24-Feb-03,3.54,1.70,430.26,0.00,551.92,0.00
25-Feb-03,3.29,1.58,430.13,0.00,549.35,0.00
26-Feb-03,3.14,1.50,429.88,0.00,544.43,0.00
27-Feb-03,3.31,1.58,429.90,0.00,544.85,0.00
28-Feb-03,2.92,1.40,429.79,0.00,542.66,0.00
1-Mar-03,2.41,1.15,429.65,0.00,539.92,0.00
2-Mar-03,2.53,1.21,429.58,0.00,538.62,0.00
3-Mar-03,3.37,1.61,429.50,0.00,537.20,0.00
4-Mar-03,3.96,1.89,429.37,0.00,534.42,0.00
5-Mar-03,4.00,1.90,429.20,0.00,531.20,0.00
6-Mar-03,3.92,1.87,429.00,0.00,527.35,3.20
7-Mar-03,4.15,1.97,428.98,0.00,525.28,0.00
8-Mar-03,3.96,1.88,428.85,0.00,524.46,0.00
9-Mar-03,3.54,1.68,428.80,0.00,523.53,0.00
10-Mar-03,4.36,2.07,428.57,0.00,519.15,0.00
11-Mar-03,4.31,2.03,427.37,0.00,515.37,2.00
12-Mar-03,4.28,2.03,428.42,0.00,516.31,8.21
13-Mar-03,4.02,1.91,428.52,0.00,518.32,7.50
14-Mar-03,4.22,2.00,428.68,0.00,521.29,0.60
15-Mar-03,4.24,2.01,428.75,0.00,522.53,4.20
16-Mar-03,3.39,1.61,428.78,0.00,523.14,0.00
17-Mar-03,3.27,1.55,428.70,0.00,521.56,20.30
18-Mar-03,4.06,1.93,428.97,0.00,526.72,14.20
19-Mar-03,4.38,2.09,429.14,0.00,530.04,25.80
20-Mar-03,3.46,1.65,429.46,0.00,536.22,2.90
21-Mar-03,3.40,1.63,429.72,0.00,541.31,7.20
22-Mar-03,2.87,1.37,429.81,0.00,543.05,0.00
23-Mar-03,3.40,1.63,429.84,0.00,543.64,0.00
24-Mar-03,2.33,1.11,429.85,0.00,543.74,5.70
25-Mar-03,3.63,1.73,429.97,0.00,546.19,0.00
26-Mar-03,3.20,1.53,429.99,0.00,546.58,3.20
27-Mar-03,2.43,1.16,430.06,0.00,547.87,14.30
28-Mar-03,3.60,1.72,430.19,0.00,550.53,0.00
29-Mar-03,3.77,1.80,430.23,0.00,551.25,0.00
30-Mar-03,2.39,1.14,430.27,0.00,552.12,0.00
31-Mar-03,2.93,1.40,430.28,0.00,552.32,0.00
1-Apr-03,3.80,1.82,430.29,0.00,552.51,0.00
2-Apr-03,3.34,1.60,430.20,0.00,550.92,9.20
3-Apr-03,2.82,1.35,430.15,0.00,549.74,0.00
4-Apr-03,3.73,1.79,430.14,0.00,549.56,0.00
5-Apr-03,3.65,1.74,430.05,0.00,547.77,0.00
6-Apr-03,2.84,1.36,429.96,0.00,545.92,0.00
7-Apr-03,4.05,1.93,429.88,0.00,544.42,1.30
8-Apr-03,4.07,1.94,429.78,0.00,542.50,0.00
9-Apr-03,4.23,2.02,429.74,0.00,541.68,1.40
10-Apr-03,3.76,1.79,429.66,0.00,540.06,0.00
11-Apr-03,4.17,1.99,429.70,0.00,540.98,0.00
12-Apr-03,2.80,1.34,429.62,0.00,539.38,0.00
13-Apr-03,2.87,1.37,429.57,0.00,538.36,0.00
14-Apr-03,2.60,1.24,429.44,0.00,535.84,0.00
15-Apr-03,2.89,1.38,429.35,0.00,534.11,0.00
16-Apr-03,2.68,1.28,429.38,0.00,534.58,0.00
17-Apr-03,3.65,1.74,429.38,0.00,534.87,0.00
18-Apr-03,4.31,2.05,429.28,0.00,532.74,11.20
19-Apr-03,3.86,1.84,429.31,0.00,533.32,0.00
20-Apr-03,2.77,1.32,429.29,0.00,532.87,0.10
21-Apr-03,3.92,1.87,429.29,0.00,532.93,5.60
22-Apr-03,4.36,2.07,429.11,0.00,529.46,0.70
23-Apr-03,4.40,2.09,428.92,0.00,525.82,0.00
24-Apr-03,5.06,2.41,429.14,0.00,530.03,0.00
25-Apr-03,6.19,2.94,429.07,0.00,528.69,0.00
26-Apr-03,5.96,2.83,428.86,0.00,524.61,29.00
27-Apr-03,4.70,2.23,428.81,0.00,523.70,0.00
28-Apr-03,5.07,2.41,428.80,0.00,523.53,2.40
29-Apr-03,6.91,3.28,428.70,0.00,521.56,2.30
30-Apr-03,6.79,3.22,428.57,0.00,519.34,18.40
1-May-03,3.91,1.86,429.19,0.00,530.91,5.20
2-May-03,5.63,2.69,429.64,0.00,539.73,8.30
3-May-03,7.40,3.53,429.83,0.00,543.36,5.20
4-May-03,6.25,2.98,429.70,0.00,540.90,0.00
5-May-03,4.63,2.21,429.45,0.00,536.03,0.00
6-May-03,6.08,2.90,429.63,0.00,539.63,0.00
7-May-03,5.22,2.49,429.64,0.00,539.73,0.00
8-May-03,6.11,2.91,429.55,0.00,537.97,0.00
9-May-03,7.39,3.52,429.27,0.00,532.55,0.00
