DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),GROSS STORAGE (mcm),SPILL (mcm),RAIN (mm)
5-Dec-92,3.78,0.58,217.30,540.96,0,0.00
6-Dec-92,0.74,0.11,217.50,544.82,0,40.50
7-Dec-92,3.54,0.55,217.90,552.57,0,0.00
8-Dec-92,1.77,0.27,218.20,558.42,0,7.40
9-Dec-92,1.72,0.27,218.30,560.38,0,0.00
10-Dec-92,3.36,0.52,218.60,566.27,0,1.00
11-Dec-92,4.08,0.64,218.80,570.22,0,2.40
12-Dec-92,2.89,0.45,218.90,572.20,0,0.00
13-Dec-92,2.82,0.44,219.00,574.18,0,22.50
14-Dec-92,3.42,0.54,219.20,578.16,0,15.00
15-Dec-92,3.58,0.57,219.40,582.15,0,0.00
16-Dec-92,5.05,0.80,219.60,586.16,0,20.00
17-Dec-92,1.07,0.17,219.90,592.19,0,0.00
18-Dec-92,1.53,0.25,220.40,602.31,0,29.40
19-Dec-92,0.30,0.05,220.80,610.48,0,0.00
20-Dec-92,0.33,0.05,221.20,618.69,0,27.00
21-Dec-92,3.33,0.54,221.60,626.97,0,53.80
22-Dec-92,1.06,0.17,221.90,633.21,0,0.00
23-Dec-92,2.60,0.43,222.60,647.89,0,2.30
24-Dec-92,5.05,0.84,223.00,656.36,0,0.00
25-Dec-92,0.52,0.09,223.20,660.61,0,0.00
26-Dec-92,1.17,0.20,223.50,667.02,0,0.00
27-Dec-92,1.57,0.26,223.40,664.88,0,0.00
28-Dec-92,3.45,0.59,224.30,684.25,0,48.00
29-Dec-92,0.41,0.07,224.50,688.59,0,7.20
30-Dec-92,0.00,0.00,225.40,708.30,0,0.00
31-Dec-92,1.38,0.24,226.00,721.58,0,0.00
1-Jan-93,0.58,0.10,226.40,730.50,0,1.50
2-Jan-93,0.00,0.00,226.70,737.23,0,0.00
3-Jan-93,0.00,0.00,227.10,746.24,0,0.00
4-Jan-93,0.84,0.15,227.90,764.43,0,0.00
5-Jan-93,0.81,0.15,228.60,780.51,0,0.10
6-Jan-93,0.59,0.11,228.80,785.13,0,19.40
7-Jan-93,1.84,0.33,229.10,792.09,0,0.00
8-Jan-93,3.11,0.57,229.10,792.09,0,0.00
9-Jan-93,0.97,0.18,229.70,806.09,0,10.80
10-Jan-93,1.91,0.35,229.90,810.79,0,56.90
11-Jan-93,3.73,0.69,229.90,810.79,0,0.00
12-Jan-93,5.19,0.96,230.20,817.85,0,0.00
13-Jan-93,3.64,0.67,230.20,817.85,0,0.00
14-Jan-93,4.47,0.82,230.20,817.85,0,0.00
15-Jan-93,5.51,1.02,230.20,817.85,0,5.80
16-Jan-93,3.24,0.60,230.20,817.85,0,0.00
17-Jan-93,4.99,0.92,230.20,817.85,0,0.00
18-Jan-93,5.22,0.96,230.10,815.49,0,0.00
19-Jan-93,4.40,0.81,230.10,815.49,0,0.00
20-Jan-93,3.80,0.70,230.00,813.14,0,0.00
21-Jan-93,5.29,0.98,230.20,817.85,0,0.00
22-Jan-93,4.04,0.74,230.20,817.85,0,0.00
23-Jan-93,4.45,0.82,230.10,815.49,0,0.00
24-Jan-93,4.44,0.82,230.10,815.49,0,8.50
25-Jan-93,2.53,0.47,230.30,820.21,0,41.50
26-Jan-93,3.38,0.63,230.50,824.94,0,57.90
27-Jan-93,2.11,0.39,230.50,824.94,0,12.70
28-Jan-93,5.47,1.01,230.50,824.94,0,0.00
29-Jan-93,4.53,0.84,230.50,824.94,0,0.00
30-Jan-93,5.44,1.01,230.50,824.94,0,0.00
31-Jan-93,4.14,0.77,230.50,824.94,0,0.00
1-Feb-93,5.05,0.93,230.50,824.94,0,0.00
2-Feb-93,5.13,0.95,230.50,824.94,0,0.00
3-Feb-93,5.24,0.97,230.50,824.94,0,0.00
4-Feb-93,2.96,0.55,230.50,824.94,0,8.40
5-Feb-93,4.70,0.87,230.40,822.57,0,4.50
6-Feb-93,3.39,0.63,230.40,822.57,0,1.90
7-Feb-93,3.01,0.56,230.40,822.57,0,0.00
8-Feb-93,3.73,0.69,230.30,820.21,0,0.00
9-Feb-93,5.18,0.96,230.30,820.21,0,0.00
10-Feb-93,4.89,0.90,230.30,820.21,0,0.00
11-Feb-93,3.38,0.62,230.30,820.21,0,0.00
12-Feb-93,4.44,0.82,230.20,817.85,0,0.00
13-Feb-93,4.89,0.90,230.20,817.85,0,0.20
14-Feb-93,3.43,0.63,230.20,817.85,0,0.00
15-Feb-93,3.47,0.64,230.10,815.49,0,0.00
16-Feb-93,3.96,0.73,230.10,815.49,0,0.00
17-Feb-93,4.40,0.81,230.10,815.49,0,0.00
18-Feb-93,3.16,0.58,230.10,815.49,0,0.00
19-Feb-93,4.91,0.90,230.10,815.49,0,0.00
20-Feb-93,5.23,0.96,230.10,815.49,0,0.00
21-Feb-93,3.77,0.69,230.10,815.49,0,0.00
22-Feb-93,7.77,1.43,230.00,813.14,0,0.00
23-Feb-93,10.27,1.89,229.90,810.79,0,0.00
24-Feb-93,9.01,1.65,229.90,810.79,0,0.00
25-Feb-93,9.74,1.78,229.70,806.09,0,0.00
26-Feb-93,5.17,0.95,229.60,803.75,0,0.00
27-Feb-93,5.15,0.94,229.50,801.41,0,0.00
28-Feb-93,4.12,0.75,229.60,803.75,0,0.00
1-Mar-93,5.72,1.05,229.60,803.75,0,0.00
2-Mar-93,7.31,1.34,229.70,806.09,0,0.00
3-Mar-93,8.29,1.52,229.60,803.75,0,0.00
4-Mar-93,5.21,0.95,229.50,801.41,0,0.00
5-Mar-93,6.65,1.22,229.60,803.75,0,0.00
6-Mar-93,6.20,1.12,229.00,789.77,0,0.00
7-Mar-93,3.87,0.71,229.70,806.09,0,0.00
8-Mar-93,6.09,1.12,229.90,810.79,0,0.00
9-Mar-93,6.40,1.17,229.70,806.09,0,0.00
10-Mar-93,6.91,1.27,229.70,806.09,0,0.00
11-Mar-93,7.02,1.29,229.70,806.09,0,3.00
12-Mar-93,7.39,1.35,229.70,806.09,0,0.00
13-Mar-93,6.76,1.24,229.70,806.09,0,0.00
14-Mar-93,4.77,0.87,229.70,806.09,0,0.00
15-Mar-93,5.57,1.02,229.80,808.44,0,0.00
16-Mar-93,6.00,1.10,229.80,808.44,0,0.00
17-Mar-93,8.09,1.49,230.00,813.14,0,0.00
18-Mar-93,10.85,2.00,230.00,813.14,0,0.00
19-Mar-93,8.82,1.62,230.00,813.14,0,0.00
20-Mar-93,6.16,1.13,229.90,810.79,0,5.00
21-Mar-93,4.92,0.90,229.90,810.79,0,0.00
22-Mar-93,8.99,1.65,230.00,813.14,0,0.00
23-Mar-93,12.90,2.34,229.00,789.77,0,70.00
24-Mar-93,8.21,1.51,229.90,810.79,0,0.00
25-Mar-93,6.37,1.17,229.90,810.79,0,0.00
26-Mar-93,10.41,1.91,230.00,813.14,0,0.00
27-Mar-93,5.81,1.07,229.80,808.44,0,0.00
28-Mar-93,6.06,1.11,229.90,810.79,0,0.00
29-Mar-93,6.18,1.13,229.90,810.79,0,0.00
30-Mar-93,7.38,1.36,230.00,813.14,0,0.00
31-Mar-93,5.67,1.05,230.20,817.85,0,0.00
1-Apr-93,7.23,1.34,230.40,822.57,0,0.00
2-Apr-93,8.98,1.66,230.40,822.57,0,0.00
3-Apr-93,5.76,1.07,230.40,822.57,0,0.00
4-Apr-93,6.14,1.14,230.50,824.94,0,0.00
5-Apr-93,9.67,1.79,230.50,824.94,0,0.00
6-Apr-93,4.70,0.87,230.40,822.57,0,0.00
7-Apr-93,9.05,1.67,230.50,824.94,0,0.30
8-Apr-93,8.87,1.64,230.40,822.57,0,0.20
9-Apr-93,7.18,1.33,230.40,822.57,0,0.00
10-Apr-93,10.49,1.94,230.50,824.94,0,0.00
11-Apr-93,10.34,1.91,230.50,824.94,0,0.00
12-Apr-93,6.05,1.12,230.30,820.21,0,1.50
13-Apr-93,3.56,0.66,230.20,817.85,0,0.00
14-Apr-93,2.57,0.48,230.30,820.21,0,0.00
15-Apr-93,7.47,1.38,230.40,822.57,0,0.00
16-Apr-93,6.85,1.26,230.30,820.21,0,0.00
17-Apr-93,7.74,1.43,230.30,820.21,0,0.00
18-Apr-93,7.32,1.35,230.30,820.21,0,0.00
19-Apr-93,8.83,1.63,230.40,822.57,0,0.00
20-Apr-93,13.15,2.43,230.50,824.94,0,0.00
21-Apr-93,15.12,2.78,230.10,815.49,0,0.00
22-Apr-93,15.39,2.82,229.80,808.44,0,0.00
23-Apr-93,15.21,2.77,229.40,799.08,0,11.30
24-Apr-93,15.58,2.83,229.00,789.77,0,2.00
25-Apr-93,14.26,2.57,228.60,780.51,0,17.60
26-Apr-93,14.12,2.54,228.30,773.60,0,0.00
27-Apr-93,14.42,2.58,228.00,766.72,0,0.00
28-Apr-93,14.39,2.57,227.80,762.14,0,0.00
29-Apr-93,13.60,2.41,227.40,753.04,0,0.00
30-Apr-93,12.98,2.30,227.30,750.77,0,0.00
1-May-93,9.37,1.66,227.10,746.24,0,0.00
2-May-93,9.36,1.65,226.90,741.73,0,0.00
3-May-93,13.32,2.34,226.70,737.23,0,0.00
4-May-93,12.02,2.10,226.40,730.50,0,0.00
5-May-93,6.02,1.05,226.20,726.04,0,0.00
6-May-93,5.12,0.89,226.20,726.04,0,9.00
7-May-93,6.65,1.16,226.20,726.04,0,0.00
8-May-93,8.79,1.53,226.10,723.81,0,0.00
9-May-93,10.13,1.77,226.20,726.04,0,0.00
10-May-93,14.86,2.58,225.90,719.36,0,0.00
11-May-93,14.37,2.49,225.70,714.92,0,0.00
12-May-93,14.75,2.55,225.50,710.50,0,18.50
13-May-93,14.71,2.54,225.30,706.09,0,0.00
14-May-93,14.64,2.51,225.00,699.51,0,0.00
15-May-93,14.00,2.39,224.70,692.95,0,0.00
16-May-93,10.47,1.78,224.30,684.25,0,0.00
17-May-93,6.34,1.07,224.10,679.92,0,0.00
18-May-93,7.45,1.26,224.00,677.76,0,0.00
19-May-93,8.53,1.44,224.00,677.76,0,0.00
20-May-93,12.10,2.04,223.90,675.61,0,0.00
21-May-93,11.84,1.99,223.60,669.16,0,5.70
22-May-93,10.91,1.83,223.30,662.75,0,0.00
23-May-93,13.05,2.18,223.00,656.36,0,0.00
24-May-93,8.00,1.32,222.30,641.58,0,0.00
25-May-93,7.17,1.19,222.40,643.68,0,0.00
26-May-93,6.92,1.14,222.00,635.30,0,0.00
27-May-93,3.94,0.65,221.90,633.21,0,0.00
28-May-93,3.85,0.63,221.80,631.13,0,0.00
29-May-93,3.50,0.57,221.70,629.05,0,0.00
30-May-93,3.80,0.62,221.50,624.89,0,0.00
31-May-93,4.81,0.78,221.40,622.82,0,0.00
1-Jun-93,6.69,1.09,221.20,618.69,0,0.00
2-Jun-93,5.83,0.95,221.20,618.69,0,1.80
3-Jun-93,5.00,0.81,220.90,612.53,0,0.00
4-Jun-93,5.65,0.91,220.80,610.48,0,11.00
5-Jun-93,3.79,0.61,220.60,606.39,0,0.00
6-Jun-93,3.59,0.58,220.50,604.35,0,0.00
7-Jun-93,5.27,0.84,220.40,602.31,0,0.00
8-Jun-93,4.62,0.74,220.30,600.28,0,0.00
9-Jun-93,5.79,0.93,220.20,598.25,0,0.00
10-Jun-93,5.98,0.95,220.10,596.23,0,0.00
11-Jun-93,4.11,0.65,219.90,592.19,0,0.00
12-Jun-93,4.89,0.78,219.70,588.16,0,0.00
13-Jun-93,4.86,0.77,219.50,584.15,0,0.00
14-Jun-93,5.56,0.88,219.20,578.16,0,0.00
15-Jun-93,6.07,0.95,219.00,574.18,0,0.00
16-Jun-93,5.27,0.76,213.80,475.82,0,0.00
17-Jun-93,5.64,0.88,218.50,564.31,0,0.00
18-Jun-93,5.10,0.79,218.30,560.38,0,0.00
19-Jun-93,5.42,0.84,218.20,558.42,0,0.00
20-Jun-93,4.83,0.75,218.10,556.47,0,0.00
21-Jun-93,6.10,0.94,217.90,552.57,0,0.00
22-Jun-93,3.98,0.61,217.50,544.82,0,0.00
23-Jun-93,6.99,1.07,217.40,542.89,0,0.00
24-Jun-93,5.86,0.90,217.40,542.89,0,0.00
25-Jun-93,6.38,0.97,217.20,539.04,0,0.00
26-Jun-93,6.92,1.05,217.00,535.20,0,0.00
27-Jun-93,4.90,0.74,216.90,533.29,0,0.00
28-Jun-93,5.30,0.80,216.70,529.48,0,0.00
29-Jun-93,5.77,0.87,216.50,525.68,0,0.00
30-Jun-93,6.73,1.01,216.30,521.90,0,0.00
1-Jul-93,8.27,1.24,216.10,518.13,0,0.00
2-Jul-93,7.41,1.10,215.70,510.63,0,0.00
3-Jul-93,6.06,0.89,215.10,499.50,0,0.00
4-Jul-93,5.33,0.78,214.90,495.81,0,0.00
5-Jul-93,5.38,0.79,214.80,493.98,0,0.00
6-Jul-93,5.57,0.81,214.60,490.32,0,0.00
7-Jul-93,6.46,0.94,214.40,486.67,0,0.00
8-Jul-93,5.45,0.79,213.90,477.62,0,0.00
9-Jul-93,6.25,0.90,213.70,474.02,0,0.00
10-Jul-93,6.35,0.91,213.30,466.88,0,0.00
11-Jul-93,5.04,0.72,213.20,465.10,0,0.00
12-Jul-93,5.90,0.84,212.90,459.79,0,0.00
13-Jul-93,5.63,0.80,212.60,454.51,0,0.00
14-Jul-93,4.36,0.61,212.40,451.01,0,0.00
15-Jul-93,5.17,0.73,212.20,447.52,0,0.00
16-Jul-93,5.66,0.79,212.00,444.05,0,0.00
17-Jul-93,4.66,0.65,211.70,438.87,0,0.00
18-Jul-93,5.17,0.72,211.50,435.43,0,23.50
19-Jul-93,4.30,0.59,211.30,432.01,0,0.00
20-Jul-93,5.97,0.82,211.10,428.61,0,22.50
21-Jul-93,4.61,0.63,211.00,426.91,0,0.00
22-Jul-93,5.30,0.72,210.70,421.84,0,0.00
23-Jul-93,4.79,0.65,210.40,416.81,0,0.00
24-Jul-93,4.75,0.65,210.40,416.81,0,0.00
25-Jul-93,4.03,0.55,210.20,413.47,0,0.00
26-Jul-93,5.64,0.77,211.00,426.91,0,0.00
27-Jul-93,5.20,0.72,211.50,435.43,0,0.00
28-Jul-93,5.10,0.71,211.90,442.32,0,0.00
29-Jul-93,5.71,0.80,212.20,447.52,0,0.00
30-Jul-93,5.62,0.79,212.20,447.52,0,0.00
31-Jul-93,5.38,0.75,212.20,447.52,0,0.00
1-Aug-93,4.84,0.68,212.30,449.26,0,0.00
2-Aug-93,6.01,0.86,213.00,461.55,0,0.00
3-Aug-93,5.65,0.81,213.40,468.66,0,0.00
4-Aug-93,5.61,0.81,213.70,474.02,0,0.00
5-Aug-93,5.55,0.80,214.00,479.42,0,0.00
6-Aug-93,5.04,0.73,214.30,484.85,0,0.00
7-Aug-93,5.19,0.76,214.40,486.67,0,0.00
8-Aug-93,4.73,0.69,214.50,488.49,0,0.00
9-Aug-93,5.64,0.82,214.50,488.49,0,0.00
10-Aug-93,5.52,0.80,214.40,486.67,0,0.00
11-Aug-93,5.53,0.81,214.40,486.67,0,0.00
12-Aug-93,5.70,0.83,214.50,488.49,0,0.00
13-Aug-93,5.58,0.81,214.40,486.67,0,0.00
14-Aug-93,5.21,0.76,214.30,484.85,0,0.00
15-Aug-93,4.52,0.66,214.40,486.67,0,0.00
16-Aug-93,5.77,0.84,214.20,483.04,0,0.00
17-Aug-93,5.86,0.85,214.10,481.23,0,0.00
18-Aug-93,6.52,0.94,214.00,479.42,0,0.00
19-Aug-93,5.21,0.75,214.00,479.42,0,0.00
20-Aug-93,5.47,0.79,214.10,481.23,0,0.00
21-Aug-93,5.85,0.85,214.20,483.04,0,0.00
22-Aug-93,5.43,0.79,214.10,481.23,0,0.00
23-Aug-93,6.61,0.95,213.90,477.62,0,0.00
24-Aug-93,4.77,0.69,213.90,477.62,0,0.00
25-Aug-93,6.71,0.97,213.80,475.82,0,0.00
26-Aug-93,6.78,0.97,213.60,472.23,0,0.00
27-Aug-93,6.90,0.99,213.40,468.66,0,0.00
28-Aug-93,6.86,0.98,213.30,466.88,0,0.00
29-Aug-93,7.30,1.04,213.20,465.10,0,0.00
30-Aug-93,6.50,0.93,213.10,463.32,0,0.00
31-Aug-93,5.96,0.85,213.10,463.32,0,0.00
1-Sep-93,5.81,0.83,213.00,461.55,0,0.00
2-Sep-93,6.23,0.89,213.20,465.10,0,0.00
3-Sep-93,6.00,0.86,213.30,466.88,0,0.00
4-Sep-93,5.97,0.85,213.40,468.66,0,0.00
5-Sep-93,6.25,0.90,213.60,472.23,0,0.00
6-Sep-93,6.64,0.95,213.40,468.66,0,0.00
7-Sep-93,4.44,0.64,213.70,474.02,0,0.00
8-Sep-93,5.29,0.76,213.80,475.82,0,0.00
9-Sep-93,4.98,0.72,214.00,479.42,0,0.00
10-Sep-93,4.95,0.72,214.20,483.04,0,0.00
11-Sep-93,4.51,0.66,214.40,486.67,0,0.00
12-Sep-93,3.70,0.54,214.50,488.49,0,0.00
13-Sep-93,2.54,0.37,214.40,486.67,0,0.00
14-Sep-93,1.79,0.26,214.60,490.32,0,2.00
15-Sep-93,3.25,0.48,214.90,495.81,0,4.00
16-Sep-93,0.95,0.14,214.90,495.81,0,0.00
17-Sep-93,3.66,0.54,215.40,505.05,0,2.30
18-Sep-93,1.60,0.24,215.50,506.91,0,0.00
19-Sep-93,1.00,0.15,215.80,512.50,0,0.00
20-Sep-93,1.82,0.27,216.00,516.25,0,0.00
21-Sep-93,1.82,0.27,216.30,521.90,0,0.00
22-Sep-93,3.96,0.60,216.50,525.68,0,0.00
23-Sep-93,1.98,0.30,216.70,529.48,0,0.00
24-Sep-93,2.22,0.34,217.10,537.12,0,0.00
25-Sep-93,1.81,0.28,217.30,540.96,0,0.00
26-Sep-93,1.44,0.22,217.20,539.04,0,0.00
27-Sep-93,1.83,0.28,217.90,552.57,0,0.00
28-Sep-93,1.67,0.26,218.20,558.42,0,46.00
29-Sep-93,2.62,0.41,218.60,566.27,0,0.00
30-Sep-93,1.41,0.22,218.80,570.22,0,0.00
1-Oct-93,1.55,0.24,219.00,574.18,0,0.00
2-Oct-93,3.65,0.58,219.30,580.15,0,0.00
3-Oct-93,6.06,0.96,219.50,584.15,0,0.00
4-Oct-93,6.73,1.07,219.60,586.16,0,0.00
5-Oct-93,7.49,1.19,219.70,588.16,0,0.00
6-Oct-93,7.45,1.18,219.80,590.17,0,0.00
7-Oct-93,6.47,1.03,219.80,590.17,0,0.00
8-Oct-93,4.34,0.69,219.90,592.19,0,0.00
9-Oct-93,5.98,0.95,219.80,590.17,0,0.00
10-Oct-93,5.09,0.81,219.80,590.17,0,0.00
11-Oct-93,5.67,0.90,219.70,588.16,0,0.00
12-Oct-93,7.09,1.12,219.70,588.16,0,0.00
13-Oct-93,5.92,0.94,219.50,584.15,0,0.00
14-Oct-93,6.69,1.06,219.50,584.15,0,0.00
15-Oct-93,6.51,1.01,218.50,564.31,0,0.00
16-Oct-93,6.60,1.04,219.50,584.15,0,0.00
17-Oct-93,6.05,0.96,219.50,584.15,0,0.00
18-Oct-93,5.74,0.91,219.50,584.15,0,23.50
19-Oct-93,2.72,0.43,219.60,586.16,0,0.00
20-Oct-93,2.47,0.39,220.00,594.21,0,0.50
21-Oct-93,4.69,0.75,220.20,598.25,0,0.00
22-Oct-93,1.30,0.21,220.50,604.35,0,0.00
23-Oct-93,5.00,0.81,220.80,610.48,0,0.00
24-Oct-93,5.54,0.90,221.00,614.58,0,0.00
25-Oct-93,5.54,0.90,221.00,614.58,0,0.00
26-Oct-93,2.83,0.46,221.30,620.76,0,0.00
27-Oct-93,0.00,0.00,221.60,626.97,0,0.00
28-Oct-93,2.66,0.44,222.00,635.30,0,46.00
29-Oct-93,0.76,0.13,222.30,641.58,0,0.00
30-Oct-93,0.47,0.08,222.30,641.58,0,0.00
31-Oct-93,3.92,0.65,222.60,647.89,0,2.30
1-Nov-93,4.80,0.79,222.50,645.79,0,6.10
2-Nov-93,3.36,0.55,222.30,641.58,0,3.50
3-Nov-93,4.85,0.80,222.40,643.68,0,17.50
4-Nov-93,1.27,0.21,222.40,643.68,0,11.30
5-Nov-93,4.59,0.76,222.40,643.68,0,0.00
6-Nov-93,3.71,0.62,222.80,652.12,0,0.00
7-Nov-93,4.42,0.74,223.20,660.61,0,43.00
8-Nov-93,2.51,0.42,224.00,677.76,0,0.00
9-Nov-93,4.03,0.69,224.70,692.95,0,2.50
10-Nov-93,3.44,0.59,225.20,703.89,0,0.00
11-Nov-93,3.53,0.61,225.60,712.71,0,4.00
12-Nov-93,4.50,0.78,225.80,717.14,0,1.00
13-Nov-93,3.94,0.69,225.90,719.36,0,0.00
14-Nov-93,3.67,0.64,226.10,723.81,0,0.00
15-Nov-93,7.29,1.27,226.10,723.81,0,0.00
16-Nov-93,4.60,0.80,226.30,728.27,0,15.40
17-Nov-93,5.45,0.96,226.70,737.23,0,6.00
18-Nov-93,3.90,0.69,227.10,746.24,0,5.50
19-Nov-93,4.59,0.82,227.40,753.04,0,55.00
20-Nov-93,3.22,0.58,228.20,771.30,0,53.00
21-Nov-93,1.77,0.32,229.10,792.09,0,8.60
22-Nov-93,3.51,0.65,229.90,810.79,0,36.00
23-Nov-93,4.24,0.79,230.60,827.31,0,3.50
24-Nov-93,4.06,0.76,231.00,836.82,0,86.00
25-Nov-93,4.01,0.76,232.00,860.80,13.75,2.00
26-Nov-93,3.52,0.66,231.90,858.39,4.21,6.10
27-Nov-93,1.48,0.28,232.50,872.91,14.79,1.70
28-Nov-93,1.26,0.24,232.10,863.22,10.03,19.00
29-Nov-93,4.29,0.81,232.00,860.80,5.81,1.50
30-Nov-93,4.40,0.83,232.10,863.22,12.21,0.00
1-Dec-93,5.75,1.09,232.00,860.80,9.5,53.00
2-Dec-93,4.69,0.89,232.10,863.22,14.8,39.00
3-Dec-93,4.90,0.93,232.10,863.22,8.9,0.00
4-Dec-93,5.96,1.12,232.00,860.80,7.5,0.00
5-Dec-93,1.35,0.26,232.00,860.80,8,0.00
6-Dec-93,4.71,0.89,232.10,863.22,6.2,3.10
7-Dec-93,6.38,1.20,232.00,860.80,4.8,8.50
8-Dec-93,6.07,1.15,232.10,863.22,6.3,0.00
9-Dec-93,6.17,1.17,232.30,868.06,1.3,1.50
10-Dec-93,11.56,2.18,232.10,863.22,1.2,8.00
11-Dec-93,12.20,2.30,231.90,858.39,0,8.00
12-Dec-93,3.52,0.66,232.00,860.80,0.9,0.00
13-Dec-93,10.51,1.99,232.10,863.22,0.6,4.50
14-Dec-93,8.36,1.58,232.00,860.80,0,26.00
15-Dec-93,8.91,1.68,232.00,860.80,0,22.00
16-Dec-93,7.41,1.40,232.20,865.64,5.8,12.10
17-Dec-93,10.24,1.93,232.00,860.80,3.4,54.00
18-Dec-93,9.55,1.80,232.10,863.22,11,7.00
19-Dec-93,2.21,0.42,232.10,863.22,12,0.00
20-Dec-93,5.61,1.06,232.10,863.22,4,0.00
21-Dec-93,8.21,1.55,232.00,860.80,15.4,15.50
22-Dec-93,6.32,1.20,232.10,863.22,37.6,134.40
23-Dec-93,7.21,1.36,232.10,863.22,18.5,4.20
24-Dec-93,6.48,1.23,232.10,863.22,14.6,44.60
25-Dec-93,8.48,1.60,232.10,863.22,17.6,78.00
26-Dec-93,6.12,1.16,232.10,863.22,26.7,0.00
27-Dec-93,2.55,0.48,232.10,863.22,31.1,14.00
28-Dec-93,5.04,0.95,232.10,863.22,14.6,0.00
29-Dec-93,7.87,1.49,232.00,860.80,22.4,4.50
30-Dec-93,6.57,1.24,232.10,863.22,13.2,3.10
31-Dec-93,6.30,1.19,232.30,868.06,5.4,0.00
1-Jan-94,7.09,1.34,232.00,860.80,1.2,0.00
2-Jan-94,8.24,1.56,232.00,860.80,3.9,0.00
3-Jan-94,9.40,1.77,232.00,860.80,1.3,0.00
4-Jan-94,11.31,2.13,232.00,860.80,0.9,2.50
5-Jan-94,9.41,1.78,232.00,860.80,2,46.00
6-Jan-94,13.05,2.46,232.00,860.80,1.5,61.00
7-Jan-94,12.82,2.42,232.00,860.80,13.1,30.00
8-Jan-94,14.04,2.65,232.00,860.80,17.4,67.00
9-Jan-94,8.97,1.69,232.00,860.80,24.2,1.60
10-Jan-94,13.43,2.54,232.00,860.80,2.3,0.00
11-Jan-94,13.78,2.60,232.00,860.80,1.9,0.00
12-Jan-94,11.59,2.19,232.00,860.80,1.3,21.40
13-Jan-94,12.80,2.42,232.00,860.80,0.3,0.00
14-Jan-94,10.08,1.90,232.00,860.80,0.9,0.00
15-Jan-94,11.46,2.16,232.00,860.80,0.3,0.00
16-Jan-94,10.77,2.03,232.00,860.80,0,30.30
17-Jan-94,11.10,2.09,232.00,860.80,0,17.00
18-Jan-94,10.66,2.01,232.00,860.80,0,18.00
19-Jan-94,8.84,1.67,232.00,860.80,1.3,0.00
20-Jan-94,10.35,1.95,232.00,860.80,0.3,1.80
21-Jan-94,11.27,2.13,232.00,860.80,0.9,41.00
22-Jan-94,11.25,2.12,232.00,860.80,5.8,88.00
23-Jan-94,15.31,2.89,232.00,860.80,14.4,35.00
24-Jan-94,15.29,2.89,232.00,860.80,2.9,0.00
25-Jan-94,13.76,2.60,232.00,860.80,0,0.00
26-Jan-94,13.28,2.51,232.00,860.80,0,0.00
27-Jan-94,10.94,2.06,232.00,860.80,0,0.00
28-Jan-94,13.71,2.59,232.00,860.80,0,0.00
29-Jan-94,9.77,1.84,232.00,860.80,0,0.00
30-Jan-94,7.79,1.47,232.00,860.80,0,0.00
31-Jan-94,12.92,2.43,231.70,853.57,0,0.00
1-Feb-94,10.27,1.93,231.50,848.77,0,0.00
2-Feb-94,12.04,2.25,231.30,843.98,0,0.00
3-Feb-94,11.98,2.24,231.20,841.59,0,17.90
4-Feb-94,9.58,1.79,231.00,836.82,0,24.60
5-Feb-94,8.95,1.67,231.00,836.82,0,42.00
6-Feb-94,5.54,1.03,231.10,839.20,0,0.00
7-Feb-94,10.81,2.02,231.10,839.20,0,11.20
8-Feb-94,9.69,1.81,231.00,836.82,0,39.60
9-Feb-94,9.50,1.77,231.00,836.82,0,41.30
10-Feb-94,0.43,0.08,231.40,846.37,16.1,37.20
11-Feb-94,6.79,1.28,232.10,863.22,16.3,0.00
12-Feb-94,10.27,1.94,232.00,860.80,2.6,0.00
13-Feb-94,11.77,2.22,232.00,860.80,1.2,0.00
14-Feb-94,10.67,2.01,231.80,855.98,0,0.00
15-Feb-94,10.70,2.02,231.80,855.98,0,0.00
16-Feb-94,12.81,2.40,231.50,848.77,0,0.00
17-Feb-94,12.35,2.31,231.30,843.98,0,15.00
18-Feb-94,12.50,2.34,231.20,841.59,0,15.70
19-Feb-94,11.67,2.18,231.20,841.59,0,16.00
20-Feb-94,7.14,1.33,231.20,841.59,0,16.00
21-Feb-94,12.19,2.27,231.00,836.82,0,0.00
22-Feb-94,12.96,2.42,231.10,839.20,0,0.00
23-Feb-94,13.18,2.45,230.90,834.43,0,0.00
24-Feb-94,12.79,2.37,230.70,829.68,0,0.00
25-Feb-94,13.20,2.44,230.50,824.94,0,0.00
26-Feb-94,12.58,2.32,230.20,817.85,0,0.00
27-Feb-94,13.69,2.52,230.00,813.14,0,0.00
28-Feb-94,12.57,2.30,229.70,806.09,0,0.00
1-Mar-94,11.23,2.05,229.50,801.41,0,0.00
2-Mar-94,8.00,1.46,229.40,799.08,0,0.00
3-Mar-94,10.32,1.88,229.40,799.08,0,0.00
4-Mar-94,11.06,2.01,229.30,796.75,0,5.50
5-Mar-94,10.95,1.99,229.30,796.75,0,0.00
6-Mar-94,5.91,1.08,229.30,796.75,0,0.00
7-Mar-94,10.31,1.88,229.20,794.42,0,0.00
8-Mar-94,10.62,1.93,229.10,792.09,0,0.00
9-Mar-94,10.67,1.94,229.10,792.09,0,0.00
10-Mar-94,7.68,1.39,229.10,792.09,0,0.00
11-Mar-94,10.09,1.84,229.30,796.75,0,0.00
